date,medicine_name,quantity_used,season,day_of_week,month
2025-10-25,Montelukast 10mg,9,Winter,5,10
2025-10-25,Carbamazepine 200mg,3,Winter,5,10
2025-10-26,Paracetamol 650mg,22,Winter,6,10
2025-10-26,Cetirizine 10mg,14,Winter,6,10
2025-10-26,Amoxicillin 500mg,19,Winter,6,10
2025-10-26,Insulin Glargine 100IU,8,Winter,6,10
2025-10-26,Salbutamol Inhaler,12,Winter,6,10
2025-10-26,Phenytoin 100mg,7,Winter,6,10
2025-10-26,ORS (Oral Rehydration),9,Winter,6,10
2025-10-26,Cough Syrup 100ml,32,Winter,6,10
2025-10-26,Pantoprazole 40mg,3,Winter,6,10
2025-10-26,Metformin 500mg,22,Winter,6,10
2025-10-26,Amlodipine 5mg,21,Winter,6,10
2025-10-26,Azithromycin 500mg,6,Winter,6,10
2025-10-26,Ibuprofen 400mg,10,Winter,6,10
2025-10-26,Zinc Tablets 20mg,5,Winter,6,10
2025-10-26,Multivitamin Complex,12,Winter,6,10
2025-10-26,Folic Acid 5mg,21,Winter,6,10
2025-10-26,Atorvastatin 10mg,11,Winter,6,10
2025-10-26,Levocetirizine 5mg,13,Winter,6,10
2025-10-26,Ranitidine 150mg,13,Winter,6,10
2025-10-26,Diclofenac Gel 30g,7,Winter,6,10
2025-10-26,ORS (Orange Flavor),11,Winter,6,10
2025-10-26,Dolo 650mg,18,Winter,6,10
2025-10-26,Erythromycin 250mg,5,Winter,6,10
2025-10-26,Montelukast 10mg,18,Winter,6,10
2025-10-26,Carbamazepine 200mg,3,Winter,6,10
2025-10-27,Paracetamol 650mg,19,Winter,0,10
2025-10-27,Cetirizine 10mg,11,Winter,0,10
2025-10-27,Amoxicillin 500mg,16,Winter,0,10
2025-10-27,Insulin Glargine 100IU,5,Winter,0,10
2025-10-27,Salbutamol Inhaler,11,Winter,0,10
2025-10-27,Phenytoin 100mg,1,Winter,0,10
2025-10-27,ORS (Oral Rehydration),10,Winter,0,10
2025-10-27,Cough Syrup 100ml,33,Winter,0,10
2025-10-27,Pantoprazole 40mg,9,Winter,0,10
2025-10-27,Metformin 500mg,18,Winter,0,10
2025-10-27,Amlodipine 5mg,21,Winter,0,10
2025-10-27,Azithromycin 500mg,10,Winter,0,10
2025-10-27,Ibuprofen 400mg,10,Winter,0,10
2025-10-27,Zinc Tablets 20mg,9,Winter,0,10
2025-10-27,Multivitamin Complex,22,Winter,0,10
2025-10-27,Folic Acid 5mg,15,Winter,0,10
2025-10-27,Atorvastatin 10mg,8,Winter,0,10
2025-10-27,Levocetirizine 5mg,15,Winter,0,10
2025-10-27,Ranitidine 150mg,13,Winter,0,10
2025-10-27,Diclofenac Gel 30g,2,Winter,0,10
2025-10-27,ORS (Orange Flavor),8,Winter,0,10
2025-10-27,Dolo 650mg,24,Winter,0,10
2025-10-27,Erythromycin 250mg,8,Winter,0,10
2025-10-27,Montelukast 10mg,10,Winter,0,10
2025-10-27,Carbamazepine 200mg,9,Winter,0,10
2025-10-28,Paracetamol 650mg,19,Winter,1,10
2025-10-28,Cetirizine 10mg,14,Winter,1,10
2025-10-28,Amoxicillin 500mg,17,Winter,1,10
2025-10-28,Insulin Glargine 100IU,5,Winter,1,10
2025-10-28,Salbutamol Inhaler,12,Winter,1,10
2025-10-28,Phenytoin 100mg,2,Winter,1,10
2025-10-28,ORS (Oral Rehydration),8,Winter,1,10
2025-10-28,Cough Syrup 100ml,32,Winter,1,10
2025-10-28,Pantoprazole 40mg,13,Winter,1,10
2025-10-28,Metformin 500mg,17,Winter,1,10
2025-10-28,Amlodipine 5mg,15,Winter,1,10
2025-10-28,Azithromycin 500mg,13,Winter,1,10
2025-10-28,Ibuprofen 400mg,5,Winter,1,10
2025-10-28,Zinc Tablets 20mg,3,Winter,1,10
2025-10-28,Multivitamin Complex,6,Winter,1,10
2025-10-28,Folic Acid 5mg,14,Winter,1,10
2025-10-28,Atorvastatin 10mg,2,Winter,1,10
2025-10-28,Levocetirizine 5mg,13,Winter,1,10
2025-10-28,Ranitidine 150mg,17,Winter,1,10
2025-10-28,Diclofenac Gel 30g,10,Winter,1,10
2025-10-28,ORS (Orange Flavor),6,Winter,1,10
2025-10-28,Dolo 650mg,25,Winter,1,10
2025-10-28,Erythromycin 250mg,8,Winter,1,10
2025-10-28,Montelukast 10mg,11,Winter,1,10
2025-10-28,Carbamazepine 200mg,3,Winter,1,10
2025-10-29,Paracetamol 650mg,16,Winter,2,10
2025-10-29,Cetirizine 10mg,12,Winter,2,10
2025-10-29,Amoxicillin 500mg,20,Winter,2,10
2025-10-29,Insulin Glargine 100IU,5,Winter,2,10
2025-10-29,Salbutamol Inhaler,13,Winter,2,10
2025-10-29,Phenytoin 100mg,4,Winter,2,10
2025-10-29,ORS (Oral Rehydration),5,Winter,2,10
2025-10-29,Cough Syrup 100ml,30,Winter,2,10
2025-10-29,Pantoprazole 40mg,9,Winter,2,10
2025-10-29,Metformin 500mg,21,Winter,2,10
2025-10-29,Amlodipine 5mg,17,Winter,2,10
2025-10-29,Azithromycin 500mg,17,Winter,2,10
2025-10-29,Ibuprofen 400mg,7,Winter,2,10
2025-10-29,Zinc Tablets 20mg,7,Winter,2,10
2025-10-29,Multivitamin Complex,12,Winter,2,10
2025-10-29,Folic Acid 5mg,8,Winter,2,10
2025-10-29,Atorvastatin 10mg,11,Winter,2,10
2025-10-29,Levocetirizine 5mg,12,Winter,2,10
2025-10-29,Ranitidine 150mg,12,Winter,2,10
2025-10-29,Diclofenac Gel 30g,5,Winter,2,10
2025-10-29,ORS (Orange Flavor),9,Winter,2,10
2025-10-29,Dolo 650mg,30,Winter,2,10
2025-10-29,Erythromycin 250mg,6,Winter,2,10
2025-10-29,Montelukast 10mg,13,Winter,2,10
2025-10-29,Carbamazepine 200mg,5,Winter,2,10
2025-10-30,Paracetamol 650mg,23,Winter,3,10
2025-10-30,Cetirizine 10mg,16,Winter,3,10
2025-10-30,Amoxicillin 500mg,15,Winter,3,10
2025-10-30,Insulin Glargine 100IU,2,Winter,3,10
2025-10-30,Salbutamol Inhaler,16,Winter,3,10
2025-10-30,Phenytoin 100mg,1,Winter,3,10
2025-10-30,ORS (Oral Rehydration),6,Winter,3,10
2025-10-30,Cough Syrup 100ml,26,Winter,3,10
2025-10-30,Pantoprazole 40mg,7,Winter,3,10
2025-10-30,Metformin 500mg,12,Winter,3,10
2025-10-30,Amlodipine 5mg,13,Winter,3,10
2025-10-30,Azithromycin 500mg,12,Winter,3,10
2025-10-30,Ibuprofen 400mg,8,Winter,3,10
2025-10-30,Zinc Tablets 20mg,9,Winter,3,10
2025-10-30,Multivitamin Complex,17,Winter,3,10
2025-10-30,Folic Acid 5mg,7,Winter,3,10
2025-10-30,Atorvastatin 10mg,12,Winter,3,10
2025-10-30,Levocetirizine 5mg,16,Winter,3,10
2025-10-30,Ranitidine 150mg,10,Winter,3,10
2025-10-30,Diclofenac Gel 30g,7,Winter,3,10
2025-10-30,ORS (Orange Flavor),4,Winter,3,10
2025-10-30,Dolo 650mg,29,Winter,3,10
2025-10-30,Erythromycin 250mg,15,Winter,3,10
2025-10-30,Montelukast 10mg,14,Winter,3,10
2025-10-30,Carbamazepine 200mg,4,Winter,3,10
2025-10-31,Paracetamol 650mg,16,Winter,4,10
2025-10-31,Cetirizine 10mg,5,Winter,4,10
2025-10-31,Amoxicillin 500mg,17,Winter,4,10
2025-10-31,Insulin Glargine 100IU,3,Winter,4,10
2025-10-31,Salbutamol Inhaler,9,Winter,4,10
2025-10-31,Phenytoin 100mg,1,Winter,4,10
2025-10-31,ORS (Oral Rehydration),4,Winter,4,10
2025-10-31,Cough Syrup 100ml,30,Winter,4,10
2025-10-31,Pantoprazole 40mg,12,Winter,4,10
2025-10-31,Metformin 500mg,10,Winter,4,10
2025-10-31,Amlodipine 5mg,12,Winter,4,10
2025-10-31,Azithromycin 500mg,9,Winter,4,10
2025-10-31,Ibuprofen 400mg,11,Winter,4,10
2025-10-31,Zinc Tablets 20mg,8,Winter,4,10
2025-10-31,Multivitamin Complex,9,Winter,4,10
2025-10-31,Folic Acid 5mg,10,Winter,4,10
2025-10-31,Atorvastatin 10mg,7,Winter,4,10
2025-10-31,Levocetirizine 5mg,23,Winter,4,10
2025-10-31,Ranitidine 150mg,9,Winter,4,10
2025-10-31,Diclofenac Gel 30g,5,Winter,4,10
2025-10-31,ORS (Orange Flavor),8,Winter,4,10
2025-10-31,Dolo 650mg,24,Winter,4,10
2025-10-31,Erythromycin 250mg,13,Winter,4,10
2025-10-31,Montelukast 10mg,14,Winter,4,10
2025-10-31,Carbamazepine 200mg,1,Winter,4,10
2025-11-01,Paracetamol 650mg,21,Winter,5,11
2025-11-01,Cetirizine 10mg,17,Winter,5,11
2025-11-01,Amoxicillin 500mg,15,Winter,5,11
2025-11-01,Insulin Glargine 100IU,13,Winter,5,11
2025-11-01,Salbutamol Inhaler,12,Winter,5,11
2025-11-01,Phenytoin 100mg,4,Winter,5,11
2025-11-01,ORS (Oral Rehydration),9,Winter,5,11
2025-11-01,Cough Syrup 100ml,21,Winter,5,11
2025-11-01,Pantoprazole 40mg,15,Winter,5,11
2025-11-01,Metformin 500mg,14,Winter,5,11
2025-11-01,Amlodipine 5mg,17,Winter,5,11
2025-11-01,Azithromycin 500mg,12,Winter,5,11
2025-11-01,Ibuprofen 400mg,5,Winter,5,11
2025-11-01,Zinc Tablets 20mg,6,Winter,5,11
2025-11-01,Multivitamin Complex,13,Winter,5,11
2025-11-01,Folic Acid 5mg,16,Winter,5,11
2025-11-01,Atorvastatin 10mg,11,Winter,5,11
2025-11-01,Levocetirizine 5mg,23,Winter,5,11
2025-11-01,Ranitidine 150mg,18,Winter,5,11
2025-11-01,Diclofenac Gel 30g,5,Winter,5,11
2025-11-01,ORS (Orange Flavor),4,Winter,5,11
2025-11-01,Dolo 650mg,19,Winter,5,11
2025-11-01,Erythromycin 250mg,10,Winter,5,11
2025-11-01,Montelukast 10mg,15,Winter,5,11
2025-11-01,Carbamazepine 200mg,3,Winter,5,11
2025-11-02,Paracetamol 650mg,24,Winter,6,11
2025-11-02,Cetirizine 10mg,13,Winter,6,11
2025-11-02,Amoxicillin 500mg,19,Winter,6,11
2025-11-02,Insulin Glargine 100IU,6,Winter,6,11
2025-11-02,Salbutamol Inhaler,13,Winter,6,11
2025-11-02,Phenytoin 100mg,3,Winter,6,11
2025-11-02,ORS (Oral Rehydration),10,Winter,6,11
2025-11-02,Cough Syrup 100ml,28,Winter,6,11
2025-11-02,Pantoprazole 40mg,10,Winter,6,11
2025-11-02,Metformin 500mg,21,Winter,6,11
2025-11-02,Amlodipine 5mg,11,Winter,6,11
2025-11-02,Azithromycin 500mg,12,Winter,6,11
2025-11-02,Ibuprofen 400mg,9,Winter,6,11
2025-11-02,Zinc Tablets 20mg,8,Winter,6,11
2025-11-02,Multivitamin Complex,16,Winter,6,11
2025-11-02,Folic Acid 5mg,21,Winter,6,11
2025-11-02,Atorvastatin 10mg,13,Winter,6,11
2025-11-02,Levocetirizine 5mg,8,Winter,6,11
2025-11-02,Ranitidine 150mg,16,Winter,6,11
2025-11-02,Diclofenac Gel 30g,7,Winter,6,11
2025-11-02,ORS (Orange Flavor),9,Winter,6,11
2025-11-02,Dolo 650mg,25,Winter,6,11
2025-11-02,Erythromycin 250mg,4,Winter,6,11
2025-11-02,Montelukast 10mg,15,Winter,6,11
2025-11-02,Carbamazepine 200mg,6,Winter,6,11
2025-11-03,Paracetamol 650mg,16,Winter,0,11
2025-11-03,Cetirizine 10mg,14,Winter,0,11
2025-11-03,Amoxicillin 500mg,7,Winter,0,11
2025-11-03,Insulin Glargine 100IU,2,Winter,0,11
2025-11-03,Salbutamol Inhaler,14,Winter,0,11
2025-11-03,Phenytoin 100mg,3,Winter,0,11
2025-11-03,ORS (Oral Rehydration),8,Winter,0,11
2025-11-03,Cough Syrup 100ml,27,Winter,0,11
2025-11-03,Pantoprazole 40mg,11,Winter,0,11
2025-11-03,Metformin 500mg,21,Winter,0,11
2025-11-03,Amlodipine 5mg,17,Winter,0,11
2025-11-03,Azithromycin 500mg,11,Winter,0,11
2025-11-03,Ibuprofen 400mg,9,Winter,0,11
2025-11-03,Zinc Tablets 20mg,7,Winter,0,11
2025-11-03,Multivitamin Complex,17,Winter,0,11
2025-11-03,Folic Acid 5mg,20,Winter,0,11
2025-11-03,Atorvastatin 10mg,7,Winter,0,11
2025-11-03,Levocetirizine 5mg,15,Winter,0,11
2025-11-03,Ranitidine 150mg,22,Winter,0,11
2025-11-03,Diclofenac Gel 30g,4,Winter,0,11
2025-11-03,ORS (Orange Flavor),5,Winter,0,11
2025-11-03,Dolo 650mg,26,Winter,0,11
2025-11-03,Erythromycin 250mg,9,Winter,0,11
2025-11-03,Montelukast 10mg,10,Winter,0,11
2025-11-03,Carbamazepine 200mg,6,Winter,0,11
2025-11-04,Paracetamol 650mg,25,Winter,1,11
2025-11-04,Cetirizine 10mg,14,Winter,1,11
2025-11-04,Amoxicillin 500mg,15,Winter,1,11
2025-11-04,Insulin Glargine 100IU,7,Winter,1,11
2025-11-04,Salbutamol Inhaler,10,Winter,1,11
2025-11-04,Phenytoin 100mg,3,Winter,1,11
2025-11-04,ORS (Oral Rehydration),12,Winter,1,11
2025-11-04,Cough Syrup 100ml,20,Winter,1,11
2025-11-04,Pantoprazole 40mg,9,Winter,1,11
2025-11-04,Metformin 500mg,14,Winter,1,11
2025-11-04,Amlodipine 5mg,12,Winter,1,11
2025-11-04,Azithromycin 500mg,9,Winter,1,11
2025-11-04,Ibuprofen 400mg,7,Winter,1,11
2025-11-04,Zinc Tablets 20mg,11,Winter,1,11
2025-11-04,Multivitamin Complex,7,Winter,1,11
2025-11-04,Folic Acid 5mg,21,Winter,1,11
2025-11-04,Atorvastatin 10mg,13,Winter,1,11
2025-11-04,Levocetirizine 5mg,9,Winter,1,11
2025-11-04,Ranitidine 150mg,15,Winter,1,11
2025-11-04,Diclofenac Gel 30g,6,Winter,1,11
2025-11-04,ORS (Orange Flavor),5,Winter,1,11
2025-11-04,Dolo 650mg,22,Winter,1,11
2025-11-04,Erythromycin 250mg,5,Winter,1,11
2025-11-04,Montelukast 10mg,13,Winter,1,11
2025-11-04,Carbamazepine 200mg,5,Winter,1,11
2025-11-05,Paracetamol 650mg,19,Winter,2,11
2025-11-05,Cetirizine 10mg,11,Winter,2,11
2025-11-05,Amoxicillin 500mg,14,Winter,2,11
2025-11-05,Insulin Glargine 100IU,7,Winter,2,11
2025-11-05,Salbutamol Inhaler,5,Winter,2,11
2025-11-05,Phenytoin 100mg,3,Winter,2,11
2025-11-05,ORS (Oral Rehydration),6,Winter,2,11
2025-11-05,Cough Syrup 100ml,24,Winter,2,11
2025-11-05,Pantoprazole 40mg,5,Winter,2,11
2025-11-05,Metformin 500mg,13,Winter,2,11
2025-11-05,Amlodipine 5mg,17,Winter,2,11
2025-11-05,Azithromycin 500mg,8,Winter,2,11
2025-11-05,Ibuprofen 400mg,9,Winter,2,11
2025-11-05,Zinc Tablets 20mg,11,Winter,2,11
2025-11-05,Multivitamin Complex,16,Winter,2,11
2025-11-05,Folic Acid 5mg,11,Winter,2,11
2025-11-05,Atorvastatin 10mg,16,Winter,2,11
2025-11-05,Levocetirizine 5mg,10,Winter,2,11
2025-11-05,Ranitidine 150mg,12,Winter,2,11
2025-11-05,Diclofenac Gel 30g,6,Winter,2,11
2025-11-05,ORS (Orange Flavor),6,Winter,2,11
2025-11-05,Dolo 650mg,33,Winter,2,11
2025-11-05,Erythromycin 250mg,6,Winter,2,11
2025-11-05,Montelukast 10mg,11,Winter,2,11
2025-11-05,Carbamazepine 200mg,2,Winter,2,11
2025-11-06,Paracetamol 650mg,16,Winter,3,11
2025-11-06,Cetirizine 10mg,9,Winter,3,11
2025-11-06,Amoxicillin 500mg,16,Winter,3,11
2025-11-06,Insulin Glargine 100IU,7,Winter,3,11
2025-11-06,Salbutamol Inhaler,11,Winter,3,11
2025-11-06,Phenytoin 100mg,3,Winter,3,11
2025-11-06,ORS (Oral Rehydration),7,Winter,3,11
2025-11-06,Cough Syrup 100ml,27,Winter,3,11
2025-11-06,Pantoprazole 40mg,9,Winter,3,11
2025-11-06,Metformin 500mg,16,Winter,3,11
2025-11-06,Amlodipine 5mg,16,Winter,3,11
2025-11-06,Azithromycin 500mg,16,Winter,3,11
2025-11-06,Ibuprofen 400mg,3,Winter,3,11
2025-11-06,Zinc Tablets 20mg,9,Winter,3,11
2025-11-06,Multivitamin Complex,12,Winter,3,11
2025-11-06,Folic Acid 5mg,16,Winter,3,11
2025-11-06,Atorvastatin 10mg,10,Winter,3,11
2025-11-06,Levocetirizine 5mg,22,Winter,3,11
2025-11-06,Ranitidine 150mg,7,Winter,3,11
2025-11-06,Diclofenac Gel 30g,4,Winter,3,11
2025-11-06,ORS (Orange Flavor),7,Winter,3,11
2025-11-06,Dolo 650mg,30,Winter,3,11
2025-11-06,Erythromycin 250mg,8,Winter,3,11
2025-11-06,Montelukast 10mg,18,Winter,3,11
2025-11-06,Carbamazepine 200mg,3,Winter,3,11
2025-11-07,Paracetamol 650mg,17,Winter,4,11
2025-11-07,Cetirizine 10mg,10,Winter,4,11
2025-11-07,Amoxicillin 500mg,21,Winter,4,11
2025-11-07,Insulin Glargine 100IU,3,Winter,4,11
2025-11-07,Salbutamol Inhaler,11,Winter,4,11
2025-11-07,Phenytoin 100mg,4,Winter,4,11
2025-11-07,ORS (Oral Rehydration),8,Winter,4,11
2025-11-07,Cough Syrup 100ml,32,Winter,4,11
2025-11-07,Pantoprazole 40mg,9,Winter,4,11
2025-11-07,Metformin 500mg,16,Winter,4,11
2025-11-07,Amlodipine 5mg,15,Winter,4,11
2025-11-07,Azithromycin 500mg,11,Winter,4,11
2025-11-07,Ibuprofen 400mg,13,Winter,4,11
2025-11-07,Zinc Tablets 20mg,11,Winter,4,11
2025-11-07,Multivitamin Complex,9,Winter,4,11
2025-11-07,Folic Acid 5mg,7,Winter,4,11
2025-11-07,Atorvastatin 10mg,10,Winter,4,11
2025-11-07,Levocetirizine 5mg,14,Winter,4,11
2025-11-07,Ranitidine 150mg,25,Winter,4,11
2025-11-07,Diclofenac Gel 30g,9,Winter,4,11
2025-11-07,ORS (Orange Flavor),9,Winter,4,11
2025-11-07,Dolo 650mg,31,Winter,4,11
2025-11-07,Erythromycin 250mg,15,Winter,4,11
2025-11-07,Montelukast 10mg,8,Winter,4,11
2025-11-07,Carbamazepine 200mg,1,Winter,4,11
2025-11-08,Paracetamol 650mg,22,Winter,5,11
2025-11-08,Cetirizine 10mg,10,Winter,5,11
2025-11-08,Amoxicillin 500mg,8,Winter,5,11
2025-11-08,Insulin Glargine 100IU,6,Winter,5,11
2025-11-08,Salbutamol Inhaler,13,Winter,5,11
2025-11-08,Phenytoin 100mg,2,Winter,5,11
2025-11-08,ORS (Oral Rehydration),18,Winter,5,11
2025-11-08,Cough Syrup 100ml,28,Winter,5,11
2025-11-08,Pantoprazole 40mg,15,Winter,5,11
2025-11-08,Metformin 500mg,18,Winter,5,11
2025-11-08,Amlodipine 5mg,6,Winter,5,11
2025-11-08,Azithromycin 500mg,10,Winter,5,11
2025-11-08,Ibuprofen 400mg,12,Winter,5,11
2025-11-08,Zinc Tablets 20mg,11,Winter,5,11
2025-11-08,Multivitamin Complex,7,Winter,5,11
2025-11-08,Folic Acid 5mg,25,Winter,5,11
2025-11-08,Atorvastatin 10mg,6,Winter,5,11
2025-11-08,Levocetirizine 5mg,18,Winter,5,11
2025-11-08,Ranitidine 150mg,15,Winter,5,11
2025-11-08,Diclofenac Gel 30g,5,Winter,5,11
2025-11-08,ORS (Orange Flavor),11,Winter,5,11
2025-11-08,Dolo 650mg,26,Winter,5,11
2025-11-08,Erythromycin 250mg,11,Winter,5,11
2025-11-08,Montelukast 10mg,15,Winter,5,11
2025-11-08,Carbamazepine 200mg,4,Winter,5,11
2025-11-09,Paracetamol 650mg,27,Winter,6,11
2025-11-09,Cetirizine 10mg,16,Winter,6,11
2025-11-09,Amoxicillin 500mg,17,Winter,6,11
2025-11-09,Insulin Glargine 100IU,7,Winter,6,11
2025-11-09,Salbutamol Inhaler,12,Winter,6,11
2025-11-09,Phenytoin 100mg,2,Winter,6,11
2025-11-09,ORS (Oral Rehydration),11,Winter,6,11
2025-11-09,Cough Syrup 100ml,38,Winter,6,11
2025-11-09,Pantoprazole 40mg,17,Winter,6,11
2025-11-09,Metformin 500mg,23,Winter,6,11
2025-11-09,Amlodipine 5mg,13,Winter,6,11
2025-11-09,Azithromycin 500mg,11,Winter,6,11
2025-11-09,Ibuprofen 400mg,12,Winter,6,11
2025-11-09,Zinc Tablets 20mg,6,Winter,6,11
2025-11-09,Multivitamin Complex,6,Winter,6,11
2025-11-09,Folic Acid 5mg,18,Winter,6,11
2025-11-09,Atorvastatin 10mg,12,Winter,6,11
2025-11-09,Levocetirizine 5mg,17,Winter,6,11
2025-11-09,Ranitidine 150mg,12,Winter,6,11
2025-11-09,Diclofenac Gel 30g,7,Winter,6,11
2025-11-09,ORS (Orange Flavor),9,Winter,6,11
2025-11-09,Dolo 650mg,19,Winter,6,11
2025-11-09,Erythromycin 250mg,10,Winter,6,11
2025-11-09,Montelukast 10mg,15,Winter,6,11
2025-11-09,Carbamazepine 200mg,2,Winter,6,11
2025-11-10,Paracetamol 650mg,18,Winter,0,11
2025-11-10,Cetirizine 10mg,20,Winter,0,11
2025-11-10,Amoxicillin 500mg,12,Winter,0,11
2025-11-10,Insulin Glargine 100IU,10,Winter,0,11
2025-11-10,Salbutamol Inhaler,7,Winter,0,11
2025-11-10,Phenytoin 100mg,6,Winter,0,11
2025-11-10,ORS (Oral Rehydration),5,Winter,0,11
2025-11-10,Cough Syrup 100ml,31,Winter,0,11
2025-11-10,Pantoprazole 40mg,15,Winter,0,11
2025-11-10,Metformin 500mg,18,Winter,0,11
2025-11-10,Amlodipine 5mg,10,Winter,0,11
2025-11-10,Azithromycin 500mg,13,Winter,0,11
2025-11-10,Ibuprofen 400mg,10,Winter,0,11
2025-11-10,Zinc Tablets 20mg,5,Winter,0,11
2025-11-10,Multivitamin Complex,13,Winter,0,11
2025-11-10,Folic Acid 5mg,14,Winter,0,11
2025-11-10,Atorvastatin 10mg,5,Winter,0,11
2025-11-10,Levocetirizine 5mg,11,Winter,0,11
2025-11-10,Ranitidine 150mg,15,Winter,0,11
2025-11-10,Diclofenac Gel 30g,5,Winter,0,11
2025-11-10,ORS (Orange Flavor),8,Winter,0,11
2025-11-10,Dolo 650mg,35,Winter,0,11
2025-11-10,Erythromycin 250mg,13,Winter,0,11
2025-11-10,Montelukast 10mg,14,Winter,0,11
2025-11-10,Carbamazepine 200mg,3,Winter,0,11
2025-11-11,Paracetamol 650mg,22,Winter,1,11
2025-11-11,Cetirizine 10mg,16,Winter,1,11
2025-11-11,Amoxicillin 500mg,17,Winter,1,11
2025-11-11,Insulin Glargine 100IU,6,Winter,1,11
2025-11-11,Salbutamol Inhaler,12,Winter,1,11
2025-11-11,Phenytoin 100mg,3,Winter,1,11
2025-11-11,ORS (Oral Rehydration),10,Winter,1,11
2025-11-11,Cough Syrup 100ml,32,Winter,1,11
2025-11-11,Pantoprazole 40mg,15,Winter,1,11
2025-11-11,Metformin 500mg,20,Winter,1,11
2025-11-11,Amlodipine 5mg,20,Winter,1,11
2025-11-11,Azithromycin 500mg,13,Winter,1,11
2025-11-11,Ibuprofen 400mg,7,Winter,1,11
2025-11-11,Zinc Tablets 20mg,8,Winter,1,11
2025-11-11,Multivitamin Complex,11,Winter,1,11
2025-11-11,Folic Acid 5mg,14,Winter,1,11
2025-11-11,Atorvastatin 10mg,6,Winter,1,11
2025-11-11,Levocetirizine 5mg,14,Winter,1,11
2025-11-11,Ranitidine 150mg,12,Winter,1,11
2025-11-11,Diclofenac Gel 30g,7,Winter,1,11
2025-11-11,ORS (Orange Flavor),10,Winter,1,11
2025-11-11,Dolo 650mg,17,Winter,1,11
2025-11-11,Erythromycin 250mg,12,Winter,1,11
2025-11-11,Montelukast 10mg,12,Winter,1,11
2025-11-11,Carbamazepine 200mg,4,Winter,1,11
2025-11-12,Paracetamol 650mg,18,Winter,2,11
2025-11-12,Cetirizine 10mg,14,Winter,2,11
2025-11-12,Amoxicillin 500mg,9,Winter,2,11
2025-11-12,Insulin Glargine 100IU,6,Winter,2,11
2025-11-12,Salbutamol Inhaler,14,Winter,2,11
2025-11-12,Phenytoin 100mg,1,Winter,2,11
2025-11-12,ORS (Oral Rehydration),13,Winter,2,11
2025-11-12,Cough Syrup 100ml,33,Winter,2,11
2025-11-12,Pantoprazole 40mg,12,Winter,2,11
2025-11-12,Metformin 500mg,18,Winter,2,11
2025-11-12,Amlodipine 5mg,20,Winter,2,11
2025-11-12,Azithromycin 500mg,15,Winter,2,11
2025-11-12,Ibuprofen 400mg,8,Winter,2,11
2025-11-12,Zinc Tablets 20mg,13,Winter,2,11
2025-11-12,Multivitamin Complex,10,Winter,2,11
2025-11-12,Folic Acid 5mg,12,Winter,2,11
2025-11-12,Atorvastatin 10mg,12,Winter,2,11
2025-11-12,Levocetirizine 5mg,12,Winter,2,11
2025-11-12,Ranitidine 150mg,15,Winter,2,11
2025-11-12,Diclofenac Gel 30g,8,Winter,2,11
2025-11-12,ORS (Orange Flavor),6,Winter,2,11
2025-11-12,Dolo 650mg,22,Winter,2,11
2025-11-12,Erythromycin 250mg,10,Winter,2,11
2025-11-12,Montelukast 10mg,20,Winter,2,11
2025-11-12,Carbamazepine 200mg,2,Winter,2,11
2025-11-13,Paracetamol 650mg,15,Winter,3,11
2025-11-13,Cetirizine 10mg,17,Winter,3,11
2025-11-13,Amoxicillin 500mg,21,Winter,3,11
2025-11-13,Insulin Glargine 100IU,5,Winter,3,11
2025-11-13,Salbutamol Inhaler,11,Winter,3,11
2025-11-13,Phenytoin 100mg,5,Winter,3,11
2025-11-13,ORS (Oral Rehydration),6,Winter,3,11
2025-11-13,Cough Syrup 100ml,23,Winter,3,11
2025-11-13,Pantoprazole 40mg,13,Winter,3,11
2025-11-13,Metformin 500mg,18,Winter,3,11
2025-11-13,Amlodipine 5mg,13,Winter,3,11
2025-11-13,Azithromycin 500mg,12,Winter,3,11
2025-11-13,Ibuprofen 400mg,6,Winter,3,11
2025-11-13,Zinc Tablets 20mg,13,Winter,3,11
2025-11-13,Multivitamin Complex,10,Winter,3,11
2025-11-13,Folic Acid 5mg,13,Winter,3,11
2025-11-13,Atorvastatin 10mg,12,Winter,3,11
2025-11-13,Levocetirizine 5mg,4,Winter,3,11
2025-11-13,Ranitidine 150mg,18,Winter,3,11
2025-11-13,Diclofenac Gel 30g,7,Winter,3,11
2025-11-13,ORS (Orange Flavor),11,Winter,3,11
2025-11-13,Dolo 650mg,29,Winter,3,11
2025-11-13,Erythromycin 250mg,10,Winter,3,11
2025-11-13,Montelukast 10mg,13,Winter,3,11
2025-11-13,Carbamazepine 200mg,4,Winter,3,11
2025-11-14,Paracetamol 650mg,21,Winter,4,11
2025-11-14,Cetirizine 10mg,14,Winter,4,11
2025-11-14,Amoxicillin 500mg,15,Winter,4,11
2025-11-14,Insulin Glargine 100IU,3,Winter,4,11
2025-11-14,Salbutamol Inhaler,10,Winter,4,11
2025-11-14,Phenytoin 100mg,5,Winter,4,11
2025-11-14,ORS (Oral Rehydration),6,Winter,4,11
2025-11-14,Cough Syrup 100ml,35,Winter,4,11
2025-11-14,Pantoprazole 40mg,6,Winter,4,11
2025-11-14,Metformin 500mg,16,Winter,4,11
2025-11-14,Amlodipine 5mg,8,Winter,4,11
2025-11-14,Azithromycin 500mg,14,Winter,4,11
2025-11-14,Ibuprofen 400mg,6,Winter,4,11
2025-11-14,Zinc Tablets 20mg,7,Winter,4,11
